Keys,Definitions,English
GLENG," Profond silence, garder le silence, ne dire un mot.  — j%k, de hajoh, faites silence, en- ts, taisez-vous.  Ink jš.  bú bủh, xò —, j'ai beau l'interroger, il garde le silence.  — glôt, profond silence, (ow bien) abasourdi, muet de stupéfaction.  GLOH.  Diminuer, baisser, descendre en faisant glisser.  — long, baisser le prix.  || Pa ji —, sans nul doute, sans comparaison (en réponse, et en abondant dans le même sens).  || Tôdam —, jeune homme qui n’est plus dans la fleur de la jeunesse (qui baisse). ","Deep silence, keep silent, not say a word. — j%k, de hajoh, be silent, ents, shut up. Ink jš. bú bủh, xò — no matter how much I question him, he remains silent. — glot, deep silence, (ow well) stunned, dumb with amazement. GLOH. Decrease, lower, descend by dragging. — long, lower the price. || Pa ji —, without a doubt, without comparison (in response, and abounding in the same direction). || Tôdam —, young man who is no longer in the prime of youth (which is declining)."
GLOH," Tègleh —, entorse au pied. ","Tègleh —, sprained foot."
GLÔK," Se pavaner, qui a l'allure, le langage, la mise d’une personne légère, d’un libertin. ","To strut, who has the look, the language, the attire of a light person, of a libertine."
GLOK," Se noyer, être noyé.  Loet hò — tò krong, il est mort en se noyant dans la rivière.  Ba nhon — hò nhết, notre riz est étouffé par l'herbe. ","To drown, to be drowned. Loet hò — tò krong, he died drowning in the river. Ba nhon — hò nhết, our rice is choked with grass."
GLUNG," Chemin, route.  Trong —, le grand chemin, la route principale.  — xake, juey, ruth, le chemin que tracent les sangliers, les cerfs, les éléphants, en passant plusieurs fois par le même endroit dans la forêt.  — fümoi, sentier formé par la marche d’une bande de maraudeurs. ","Path, road. Trong —, the main road, the main road. — xake, juey, ruth, the path traced by boars, stags, elephants, passing several times through the same place in the forest. — fümoi, path formed by the march of a band of marauders."
GÜ," Marnite, pot.  — feh, marmite d'argile.  —.  lân, même sens.  — kang, marmite en cuivre.  || Unité ","Marnite, pot. — feh, clay pot. —. lân, same meaning. — kang, copper pot. || Unit"
GON numérique de valeur," Ming hlak —, une marmite de 7 empans vaut un jeune buffle, øw 6 à 7 jarres, ou 26 à 28 ligatures, ø 26 à 28 francs.  — bung, très grande marmite d’une valeur triple (comparative- ment à la marmite de 7 empans). ","Ming hlak —, a pot of 7 spans is worth a young buffalo, øw 6 to 7 jars, or 26 to 28 ligatures, ø 26 to 28 francs. — bung, very large pot of triple the value (compared to the 7 span pot)."
GÔ," Attendre, garder , veiller sur.  — i#h hàn, attendez-moi là.  — mir, garder son champ.  — ## hajoh, veiller sur les enfants.  || Signe du futur, qui souvent équivaut à la locution française je vais, tu vas, etc. , faire quelque chose.  Ink — nam dòw#wg, j'irai demain.  Bôk — xoi kènh, le Père va dire sa messe dans un instant.  || Gépäng.  Écouter, exaucer, attendre.  1h — — bày inh apinh, exaucez ma prière.  Bôn — — de truk mời, attendons d’abord qu’on soit arrivé. ","Wait, keep, watch over. — i#h hàn, wait for me there. — mir, guard your field. — ## hajoh, watch over the children. || Sign of the future, which is often equivalent to the French expression je suis, tu vas, etc. , do something. Ink — nam dòw#wg, I will go tomorrow. Bôk — ​​xoi kènh, the Father will say his mass in a moment. || Gépäng. Listen, grant, wait. 1h — — bày inh apinh, hear my prayer. Well — — de truk mời, let’s wait until we arrive first."
GOANG," Cercle, rouler en cercle, en spirale ưng — hòrẽ, un faisceau de rotins roulés en spirale.  II Une jarre de ce nom. ","Circle, roll in a circle, in a spiral ưng — hòrẽ, a bundle of rattans rolled in a spiral. II A jar of this name."
GOH,".  Rouge.  — gèôhé, rouge éclatant.  Hu —hò 1h mat, rouge de colère.  muh mat — gòhẽ, le visage en feu. ",". Red. — gèôhé, bright red. Hu —hò 1h mat, red with anger. muh mat — gòhẽ, face on fire."
GOI," Le petit bout, la pointe.  — xäng, la pointe du couteau.  — long, le sommet de l'arbre, Tèm —, le commencement et la fin, la base et le sommet.  Tôdrong mmòmố, e ra hè bờn tom — xd, racontez-nous toute cette affaire d’un bout à l’autre.  || À kän —, concubine (akan tom, la femme légitime. )","The small end, the tip. — xäng, the point of the knife. — long, the top of the tree, Tèm —, the beginning and the end, the base and the top. Tôdrong mmòmố, e ra hè bờn tom — xd, tell us about this whole affair from start to finish. || À kän —, concubine (akan tom, the legitimate wife. )"
GÔL," Petit vase, fiole, verre.  — chaï, bouteille. ","Small vase, flask, glass. — chai, bottle."
GÜM," Jeter un sort sur un champ, sur un animal. ","Cast a spell on a field, on an animal."
GOM," Ourler.  — ao, ourler un habit. ","Hem. — ao, to hem a garment."
GONG, Les gongs.  (Suivant les lieux on dit Cheng ou Gong. ,The gongs. (Depending on the place we say Cheng or Gong.
GÔNG, Espèce de piége dans la forêt.  (On ,Trap species in the forest. (We
fait un très grand enclos ayant de nombreuses portes à trappe qu’on appelle gông, ),)
GOP," Pendants d'oreilles.  Doh —, porter des pendants d'oreilles. ","Drop earrings. Doh —, wear drop earrings."
GOR," Colline, élevation de terrain. ","Hill, elevation of land."
GOR," Numéral de choses longues et de petit volume.  Ming — fölw, une corde.  (On pourrait dire aussi ming jonoi. )","Numeral of long things and of small volume. Ming — fölw, a string. (You could also say ming jonoi. )"
"GOT, GOT DODON"," Réfiéchir, se recueillir, peser mûrement.  Nè hänät ko pèm, — dèdon rời, ne vous hâtez pas d'agir, réfléchissez mûrement auparavant. ","To reflect, to collect oneself, to weigh maturely. Nè hänät ko pèm, — dèdon rời, do not hurry to act, think carefully beforehand."
GOU," Le dos d'une lame de sabre, d'un cou- teau, ete.  Plø —, le tranchant et le dos de la lame.  ƒ Double, hypocrite, fourbe, traître, agir en traf- tre.  Bongat pla —.  7š xd phải de blah bòn, le traître.  c’est lui qui a engagé ces gens à nous faire la guerre. ","The back of a saber blade, of a knife, ete. Plø —, the cutting edge and the back of the blade. ƒ Double, hypocrite, deceitful, traitorous, act like a traitor. Bongat pla —. 7š xd phải from blah bòn, the traitor. it was he who urged these people to wage war against us."
GƠ," Rompre, casser.  — kabô, faire la moisson du maïs.  — long, rompre les bois pour compter. ","Break, break. — kabô, to harvest corn. — long, break the wood to count."
GODUH MAT, Les sourcils. ,Eyebrows.
GÔGEK, Chatouiller (au propre seulement }. ,Tickle (proper only }.
GỎGỒ," Frapper légèrement un objet avec le doigt pour savoir s’il est cassé ou fêlé (jarre, tam- tam. ) „","Lightly tap an object with your finger to find out if it is broken or cracked (jar, drum) „"
GOGO," Lông —.  Faire avec la voix des roula- des, des ritournelles (comme les Bahnars en sa- vent faire). ",Long -. Make rolls and refrains with your voice (like the Bahnars know how to do).
GỎGỎL," Avant tout, tout d’abord, en tête, tout le premier, en avant, dans le principe.  — bèn xống mời, tout d’abord faisons notre repas.  Brôk —, marcher en tête.  Bôngai mi Bắ lãng pèjing — ft bök Adam, l’homme que Dieu créa avant tous les autres ce fut Adam.  ","Above all, first of all, in the lead, all the first, forward, in principle. — bèn xống mời, first of all let’s make our meal. Brôk —, to walk in front. Bôngai mi Bắ lãng pèjing — ft bök Adam, the man that God created before all others was Adam."
GOÔGU," Secouer.  — long, donh pley, secouer l'ar- bre, et ramasser les fruits à terre. ","Shake. — long, dong pley, shake the tree, and pick up the fruit on the ground."
GỎH," Pouvoir (au propre et au fig. ).  Uh kè — bèm, on ne peut pas faire (soit impossibilité phy- sique, soit manque d’habilité, soit motif de défen- se).  Nar ô uh kb — jang, aujourd’hui on ne peut pas travailler.  || — dibal, être d'accord et de bon- ne entente réciproquement.  Bôngai — hè de, per- sonne affable, et avec laquelle il est facile de s’en- tendre.  © GÔHÉ.  Très rouge, en feu.  Muh mi —, vi- sage en feu =","Power (literally and fig.). Uh kè — bèm, we can’t do it (either physical impossibility, or lack of skill, or defensive reason). Nar ô uh kb — jang, today we can’t work. || — dibal, to agree and be of good understanding reciprocally. Bôngai — hè de, affable person, and with whom it is easy to get along. © GOHÉ. Very red, on fire. Muh mi —, face on fire ="
GOHNGIER," Sommeiller, un somme, s’endor- mir.  Dunh dang ming — kuy, le temps que dure un premier sommeil.  ‘","To sleep, a nap, to fall asleep. Dinh dang ming — kyu, the time that a first sleep lasts. ‘"
"GÓHÔ, GỞHU"," Gourmand.  Xa —, manger ou- tre mesure, manger d’une manière vorace. ","Gourmand. A —, eat excessively, eat voraciously."
GOK, Mot annamite par lequel on désigne les fondateurs d’un village et leurs descendants. ,Annamite word by which we designate the founders of a village and their descendants.
GOLA," Donner une part d’un tout.  De axông tomam kôdra, de — hò & kikid? dans le partage des biens de la famille, quelle a été votre part?","Giving a part of a whole. From axông tomam kôdra, from — hò & kikid? in the division of the family property, what was your share?"
GOLAIH, Long (horizon- talement ). ,Long (horizontally).
"GOLANG, TANG —"," Bois placés au-dessus des Tang et parallèlement à ceux-ci, pour soutenir et ermir le toit. ","Timbers placed above the Tangs and parallel to them, to support and secure the roof."
GỎLAR, Espèce de roseau.  || Nom d’une tri-,You reed. || Name of a tri-
"GỎLENG, GỎLIENG"," Pencher, incliner, se tenir incliné contre quelque chose et s’y appuyer.  — plung, incliner la barque (espèce de pêche).  — tò Jðrắng, se pencher vers la colonne et s'y appuyer, ","Lean, incline, lean against something and lean on it. — plung, to tilt the boat (kind of fishing). — tò Jðrắng, lean towards the column and lean on it,"
"GOLÔM, GỎLÂM"," Vouloir l'emporter, avoir le dessus per fas et nefas.  — bờ, avoir le dernier mot quand même, à tout prix. ","Wanting to win, having the upper hand per fas et nefas. — bờ, having the last word anyway, at all costs."
GOLUH," Passer outre, passer devant.  — adroi, mème sens. ","To go beyond, to pass before. — skillful, same meaning."
GOÔLUNG," Rebord dés gongs, des tam-tam. ","Rim of gongs, tom-toms."
GOMRING," Mettre son appui, sa confiance en, se reposer sur.  Inh kon bdti bôtuei, inh — kb bu tong uh ko — kè ih? Pauvre orphelin, en qui met- trai-je toute ma confiance, sinon en vous?","Put his support, trust in, rely on. Inh kon bdti bôtuei, inh — kb bu tong uh ko — kè ih? Poor orphan, in whom shall I put all my trust if not in you?"
GỎN," En relief, qui s'élève au dessus du ni- veau, en bosse, en saillie.  || Être surpris, trouver étonnant.  Inh du —, cela me dépasse moi aussi.  [V.  POGON","In relief, which rises above the level, in hump, in projection. || To be surprised, to find it astonishing. Inh du —, this is beyond me too. [v. POGON"
GONAL," Reconnaître, connaître.  Uh kè pa bu — inh hồ, il n’y a plus personne qui me reconnais- se ici. ","Recognize, know. Uh kè pa bu — inh hồ, there is no one who recognizes me here anymore."
GONAM," Ennemi, hostile.  Mut íò — in kb de z6, on a à craindre d’être fait prisonnier, si l’on en- tre chez l'ennemi.  Bu ioch tih jing — pang Bă lãng, qui commet un péché grave devient l'ennemi de Dieu. ","Enemy, hostile. Mut íò — in kb de z6, one has to fear being taken prisoner if one enters the enemy's house. Bu ioch tih jing — pang Bă lãng, who commits a serious sin becomes the enemy of God."
GOÔNAP," Lattes de bambou ou de bois, qui servent à serrer et à assujettir les re- bords des hottes, ou tout autre objet.  || Une piècẽ ainsi serrée s'appelle aussi un gèonap.  Dia ming —, ou ming — dia, chaume disposé de la sorte. ","Bamboo or wooden slats, used to tighten and secure the edges of hoods, or any other object. || A tight piece is also called a geonap. Dia ming —, or ming — dia, thatch arranged in this way."
GOÔNENG," — hong.  Urinoir placé tout à côté de la maison commune, ou appliqué à cette maison. ","— hong. Urinal placed right next to the common house, or applied to this house."
GONG," : GOÔNGAP.  Bâäiller (mot annamite. ) GOÔNGEH.  Fatigué, brisé (se dit des membres ",": GOÔNGAP. Yawn (Annamite word.) GOÔNGEH. Tired, broken (said of members"
GÓNI," Immobile, tranquille.  | Modeste, pudi- que.  Óáy mé —, sš đòdzŠ, restez tranquille, ne bôu- gez pas.  Oây uwhk —, ne pas testet tranduille‡ se conduire mal (manière honnête de dire qu’une personne a commis une fornication, un adultère ): Adruh —, jeune fille modeste, honnête. ","Motionless, quiet. | Modest, modest. Óáy mé —, sš đòdzŠ, stay still, don’t move. Oây uwhk —, not testet tranduille‡ to misbehave (honest way of saying that a person has committed fornication, adultery): Adruh —, modest, honest young girl."
