Keys,Definitions,Max_Probability_Label,Max_Probability,Second_Max_Probability_Label,Second_Max_Probability
brữ,grave-abandoning ceremony,human activity,0.3958334326744079,language,0.2188812047243118
"brữ, apo brữ",to have dream indicating bad luck,language,0.4333991706371307,human activity,0.1685867607593536
bu ,who?,human activity,0.2871050834655761,language,0.1950947046279907
bud,"friend, neighbor",human activity,0.8545255064964294,language,0.0642639622092247
"buk, khăn buk","Vietnamese, Western-type blanket",language,0.8009625673294067,human activity,0.1032908409833908
"bul, 'bok bul",scarecrow,animals activity,0.772425651550293,human activity,0.0686150789260864
bung-bang,type of shrub ,plants,0.9105466604232788,water,0.0224935840815305
bữk,of trees to be rotten,plants,0.4060535728931427,scenery,0.1510604918003082
bŭl,clearing,human activity,0.6357461810112,animals activity,0.0900348797440528
bŭng,type of basket,human activity,0.4767926633358001,animals activity,0.1608950346708297
"bŭng, gŏ bŭng",large kettle,water,0.6714912056922913,human activity,0.2121414244174957
"bŭt, săng bŭt",chopping knife,human activity,0.758155345916748,animals activity,0.1394641548395156
bưh,alright,human activity,0.3633994460105896,language,0.198631465435028
bưh bưh,continually,human activity,0.5111068487167358,animals activity,0.1182759776711463
"""ba","unhusked rice, rice at any stage in the fields",plants,0.6070237159729004,animals activity,0.0870696604251861
"""bai",variety of guava,plants,0.6481857299804688,animals activity,0.1235748901963234
"""bai",lesson,human activity,0.2366708368062973,language,0.2182063162326812
"""bak",white in reference to skin,language,0.3567491173744201,human activity,0.2695553600788116
"""bao",bag,human activity,0.4984005689620971,animals activity,0.1561787128448486
"""bap",to indicate way mouth opens and closes,language,0.3545687198638916,human activity,0.3326641321182251
"""bar",two,human activity,0.4199374616146087,animals activity,0.1261028945446014
"""bă",father ,human activity,0.6521385312080383,animals activity,0.1451845914125442
"""băk",to put on over the head,human activity,0.6277794241905212,language,0.1672355979681015
"""băng",sorcerize,human activity,0.5792962908744812,animals activity,0.1302075684070587
"""băt",salty,human activity,0.3297216892242431,language,0.2209530025720596
"""beh",tame,language,0.2566014230251312,animals activity,0.1564608216285705
"""bet","stab, pierce",human activity,0.4802524149417877,language,0.2175966799259185
"""bĕng",bread,human activity,0.5773983001708984,animals activity,0.1451956182718277
"""bĕng ""bŏng","to play cards, gamble",human activity,0.9144427180290222,language,0.0288004614412784
"""bĕnh",full ,human activity,0.2943150401115417,language,0.2060976326465606
"""bĕnh-""bang",very full,human activity,0.4028101563453674,water,0.1662416607141494
"""bǐch",to lie down,human activity,0.5002111792564392,animals activity,0.1776612997055053
"""bih",snake,animals activity,0.5685163140296936,animals,0.4141943752765655
"""bih, 'bis, 'bih",expression used to drive out goats,animals,0.5959179997444153,animals activity,0.2765116691589355
"""biơu",smooth,human activity,0.2498171180486679,water,0.1804949641227722
"""biỡ","a little, a bit, sometimes used as a comparative ",language,0.2799350917339325,human activity,0.1405254751443863
"""blang, ‘long ""blang",kapok,language,0.5059758424758911,animals activity,0.1907677948474884
"""blă",to indicate the releasing of one's grip,human activity,0.6069808602333069,language,0.2380207777023315
"""blaǐ-""blaǐ",don't dare,human activity,0.3529838025569916,language,0.2638618648052215
"""blek-'blek",to designate movement of a shiny object ,human activity,0.2569696307182312,language,0.230720579624176
"""blep",correct right,human activity,0.3074450492858886,language,0.1580487489700317
"""blêr",to open eyes from sleep ,human activity,0.663645327091217,animals activity,0.0976725295186042
"""blop","to fit, cover exactly",language,0.2836432754993438,human activity,0.216498389840126
"""blop-'blop",to lie,human activity,0.495667964220047,language,0.2753738164901733
"""bo","no more, enough",language,0.3240711987018585,human activity,0.3015004694461822
"""bo-""bang","plenty, enough",language,0.469787061214447,human activity,0.1940110027790069
"""boh",salt ,human activity,0.2545556724071502,animals activity,0.1960444152355194
"""boi","follow footprints, repeat after, copy written material ",human activity,0.8763005137443542,animals activity,0.0591404177248477
"""bok","grandfather, sir, Mr.",language,0.5280436277389526,human activity,0.3766525983810425
"""bot","to put arm in hole, to put on bracelet ",human activity,0.773338794708252,language,0.1122098490595817
bŏ,cheek,human activity,0.400403767824173,animals activity,0.2923488616943359
‘long 'bơ,a harrow,animals activity,0.6590667366981506,human activity,0.1574380099773407
‘bơ'băp 'bơ'băp,chattering of teeth,human activity,0.5521637797355652,animals activity,0.2705868780612945
"""bơ'bel ",to keep on doing ,human activity,0.730943500995636,language,0.0931132733821868
"""bơ""blŏ-""bơ""blônh-mônh",to have no desire to do,human activity,0.3285778164863586,language,0.2770760059356689
"""bơ""brŏng",to designate an empty house,language,0.4677881896495819,scenery,0.188012033700943
"""bơch",to forget and do something though dangerous,human activity,0.7830115556716919,animals activity,0.0584226958453655
‘bơh,megaphone ,human activity,0.6748342514038086,language,0.1415938138961792
"""bơm",to hit target,human activity,0.5252603888511658,animals activity,0.1211800277233123
‘bỡr,mouth,language,0.3891744911670685,human activity,0.3195089399814605
‘bỡt,"to fix dislocated limbs or knives, etc.",human activity,0.8216731548309326,animals activity,0.0598748847842216
‘bỡt,place,scenery,0.4038611948490143,human activity,0.1913177967071533
"""brăl-""brăl",to designate noise and action of easily breaking stick,human activity,0.5280595421791077,language,0.1811647415161132
‘bre,to designate small object that is very red ,language,0.289975494146347,water,0.1411280930042266
"""brĕ-""bră",describes water coming out of many places in a mountain,water,0.889592170715332,scenery,0.0376232974231243
‘brĕng,"to hear clear and well, to suddenly hear ",human activity,0.3073631227016449,language,0.2737997472286224
"""brĕng-""brĕnh",to designate the action and appearance of fumes,human activity,0.4238539636135101,language,0.2465799450874328
"""brĕt-""brĕt",gradually,human activity,0.3902248740196228,animals activity,0.1319252699613571
‘bri,ruddy complexion ,human activity,0.5704968571662903,animals activity,0.1042173579335212
"""brīu",ruddy complexion or red and shiny wood,scenery,0.2558047175407409,human activity,0.2107450515031814
‘bro,hoarse,human activity,0.3655772507190704,animals activity,0.2236032634973526
"""broih",of fish not to be sticky,animals activity,0.6017025709152222,animals,0.3227991163730621
"""brôih",brush,plants,0.5611243844032288,human activity,0.1738860458135604
"""brông", to describe many that are all red,language,0.3156184256076813,human activity,0.2251405715942382
"""brơn","to treat impolitely, be discourteous or mean",language,0.4919410943984985,human activity,0.276811808347702
"""brơu",the long good leaf of tobacco,plants,0.9252936244010924,animals activity,0.0186121668666601
"""brỡk",to feel sorry for,human activity,0.3483112752437591,language,0.3000411093235016
"""brỡm","arrow, bullets, quills of porcupine",animals activity,0.49086993932724,animals,0.4557425379753113
"""bruih","dust, rubbish ",human activity,0.3904129564762115,weather,0.1821436434984207
"""brŭng",ripe-colored rice,plants,0.2716980576515198,human activity,0.2619941234588623
"""brưch","to designate rays of dawning sun, coming up of full moon",language,0.3315020203590393,weather,0.2434146851301193
"""bui",dust,animals activity,0.2277469485998153,human activity,0.1769629567861557
"""buih","yeast, a substance put in rice wine ",human activity,0.2491037547588348,animals activity,0.1614372283220291
"""bum ",tuber,human activity,0.4771792888641357,animals activity,0.1525810658931732
"""bŭ",to bury,human activity,0.6290427446365356,animals activity,0.1600525230169296
"""bŭng",small metal pitcher-shaped pot ,water,0.3850360810756683,human activity,0.2520538866519928
"""bŭng",a type of guava which is red inside when ripe,plants,0.7526733875274658,animals activity,0.0815898552536964
"""bưk-""bưk",to talk big,language,0.4526658058166504,human activity,0.416692316532135
cha-chah,imitation of early speech of baby ,language,0.3717974126338959,human activity,0.2591041922569275
chai ,"inflammable tree pitch, plastic, glass",plants,0.266360342502594,human activity,0.1911495923995971
chak,white-tailed,animals activity,0.4657200574874878,animals,0.4359319806098938
cham ,yard around house ,human activity,0.3922430872917175,scenery,0.3239771425724029
chang ,"wait for, expect",language,0.5415546894073486,human activity,0.2245320379734039
chang-lă,type of grass with stickers,scenery,0.2656838595867157,animals activity,0.2617489993572235
chap ,sparrow-like bird,animals activity,0.8137804865837097,animals,0.1443442553281784
char ,type of wild cat ,animals activity,0.5460416078567505,animals,0.4319441616535187
char ,"country, district ",language,0.5043899416923523,human activity,0.1648797392845153
char ,flesh burn from being too near fire all the time ,human activity,0.556022047996521,animals activity,0.1334250122308731
chi,to look for ,human activity,0.2975504398345947,animals activity,0.144013226032257
chăl,"part, chapter",language,0.4320471286773681,human activity,0.237007275223732
chăl,to chop wood of small diameter ,human activity,0.860914409160614,animals activity,0.0860225856304168
chăr,"to split bamboo into small pieces, to make cord ",plants,0.6759911775588989,human activity,0.2472143918275833
chăt ,to sprout,human activity,0.4501611590385437,plants,0.1461309194564819
che ,cloth,human activity,0.4210295379161834,animals activity,0.1517980545759201
"che, hla che dak che",tea,plants,0.4068942666053772,language,0.3649037778377533
cheh,to hatch,animals activity,0.3934624493122101,human activity,0.2865195870399475
cheh-reh,termite,animals activity,0.8058208227157593,language,0.0909832790493965
chek,of animals to have many offspring,animals,0.5282778143882751,animals activity,0.4627024829387665
chem-chom,"a trap, a place hard to get out of ",human activity,0.4686526954174042,animals activity,0.1566375792026519
cheng ,"to lean, to go to the side",human activity,0.3673001527786255,animals activity,0.20798060297966
chep-chep,cheep cheep,animals activity,0.2959063947200775,human activity,0.2799398899078369
chĕng,"to divide into parts, partition",language,0.3289485573768616,human activity,0.2222341150045395
