,Keys,Definitions,0,1
517,chơkang,to give rice wine,10.555716,14.844732
518,chơkăl,to bar door fasten securely,10.128114,10.037588
519,chơkeh,to throw up and hit one stick with another,9.351552,9.774206
520,chơkhŏ,shoes,9.420954,8.470272
521,chơkle,to describe feeling of a sudden surprise,8.324869,5.3820653
522,choklêng,to describe flat-surfaced object,9.641206,10.26965
523,chơlă,to peel sugarcane,9.895446,11.616766
524,chơmŏk,to be always successful in fishing,11.2981825,10.391342
525,chơ'mal,monkey-faced expression,11.1485405,11.192876
526,chơ'mêu,cruel-looking face of tiger,11.8655815,11.224287
527,chơ'mon,to squeeze rice into a ball to eat,10.57117,14.918865
528,chơ'moh,place in stream where water divides,7.189188,10.380156
529,chơ'mŏk,funnel,10.292893,7.551721
530,cho'môk,to describe something large curled up in a sitting position,11.09959,9.999414
531,chơ'mônh,cat curled up to rest ,11.160707,9.979957
532,chơ'mrunh,description of a frog sitting,10.402871,12.3106985
533,chơnăt,new leaves,9.328082,12.130674
534,chơnĕng,walls of a house,9.618359,8.079067
535,chơnok,groove on crossbow in which arrow sets,11.992508,8.771
536,chơng,"to lead by hand, of hen to lead and give food to chicks",12.798405,9.436787
537,chơng-rơng,trellis,10.252216,7.5788326
538,chơnglai,hem,8.351713,10.245556
539,chơpĕt,to squeeze fruit,9.682095,12.776745
540,chơprê-chơpra,description of many finger-like projections,9.843555,7.429513
541,chơt,like projections,9.970605,7.3213835
542,chơwêu,poised to charge,8.227327,7.2919383
543,chơwong,to describe goose-neck appearance of anything,12.456048,9.740175
544,chơwơ-chơwơ,to walk or be slow in actions because sick,7.4028897,7.8508124
545,chỡn,"fearless, able to control",7.991784,5.6384563
546,chỡng,"to cut in two -- bones, wood, meat",8.020496,12.117991
547,chỡp,to fold,7.6162167,12.1620035
548,chraih,to stir to get dry e.g. rice,10.564738,14.9281845
549,chrang,high-pitched,13.1193075,11.466181
550,chrao,medium-sized bird that sometimes lives in people's houses,12.571769,9.661319
551,chrăng,metal belt,10.049316,8.323636
552,chre,to cut off branches of tree,8.706127,12.2443495
553,chrek,"to cut with knife -- cloth, kerosene can",8.035629,12.13255
554,chrĕm,expression to describe something cold,6.4037156,9.911757
555,chrĕng,loud noise,13.104552,11.483847
556,chrêu,strange,10.437749,6.0167136
557,chrih,"strange, out of ordinary",10.451567,6.0023556
558,chro,to reach out hand,8.844874,9.180303
559,"chro, plĕnh chro",rainbow,10.539932,7.8890657
560,"chrôh, chruơh",a type of fish,9.032629,13.432944
561,chrơng,to hoist up,10.695442,9.511506
562,chrŭp,to designate the way an object falls into water ,7.401938,10.202364
563,chu,to obey,8.854908,5.718187
564,chu-chang,to leave behind,9.1373825,5.413687
565,chuai,cowlick of horse or cow,11.458364,9.037621
566,chuă,grab,8.118332,7.772086
567,chuĕch,to grab quickly,8.054719,7.7046194
568,chuŏk,"to knit, tie",10.253657,10.189556
569,chuŏng,small bell,13.6124325,9.98348
570,chuơh,sand ,8.793193,10.744939
571,chuỡng,to cut clean off in one blow,8.0262985,12.110422
572,chuỡr,jump over,7.545449,8.3242445
573,chur,"brave, courageous",7.939021,5.708027
574,"chŭ, jǐ chŭ",smallpox,10.334945,7.15296
575,chữ-chă,house lizard,10.30491,7.7948194
576,chŭk,the white lower of some animals,11.16096,11.407979
577,chŭk-lŭk,to describe someone falling to ground or in water,7.4814286,9.89236
578,chŭm,to kiss,7.846625,9.083243
579,chŭn,garden in fields or woods,9.140554,11.604382
580,chŭr,noise of nighthawk,13.083137,11.433577
581,chư,word letter,9.679552,6.6021276
582,chưk,of pig to root around in dirt,11.447341,9.426765
583,dah,"to hurry, to do",8.041432,7.3962927
584,"dah, hơdah",or ,10.19214,5.8570395
585,dah ,if ,5.6329985,6.0605345
586,dam,"bridle, halter ",10.093337,7.140641
587,dan ,to place as to place a target ,9.545158,9.720929
588,dang,"like, as",10.539849,6.551541
589,dang đêl,same as usual,10.430861,5.932798
590,dang aī,same in size,10.483421,9.322491
591,dang ei,now ,5.9457383,6.8189597
592,dao ,small sword ,9.990397,9.314477
593,dă,better ,9.880193,6.845952
594,dă dah,that's okay ,9.941771,6.4240727
595,dăm,"male carabao, bull",11.770729,8.215207
596,dăm,son,12.320823,7.5503483
597,dăm brang,lion,10.720054,7.702909
598,dăng,classifier for hair string and similar objects ,7.9072676,11.604515
599,dăng,"to put up wire, line, rope ",9.943499,10.425962
600,wai dăng,spider web,10.275895,7.6805596
601,dăr,"to go around, spin around ",10.735685,8.210927
602,deh,mild imperative attention-getter,11.958549,4.6776686
603,deng,"to bewitch, sorcerize ",9.159292,6.2885556
604,bơngai deng,witch (runs in family),8.378101,6.9116163
605,der,type of small bird ,12.542829,9.690824
606,dĕl-dŏl,the swinging of something in the wind ,9.902526,10.439103
607,dĕng ,the little finger,8.915017,9.216395
608,dêh,"country, area ",10.133301,7.3170877
609,dêh,very intensive,-2.0867689,10.669648
610,dêng-dễ,"to toddle, waddle",10.313744,7.002057
611,dêt-bơngai dêt,easily angered person,7.471774,4.702205
612,dih,own self,8.804913,5.403174
613,dih,literally body of self but is used as substitute for 2nd person singular (it is polite and intimate),11.571787,5.602079
614,dim ,gentle kind ,9.738473,6.4687595
615,dǐk-dǐr,name of a very soft dark mushroom that grows on dead logs,9.902869,12.362791
616,doch,to suck through tube (restricted to wine and water),9.902289,14.448141
617,"don, 'bum don ",camote ,9.743961,7.1944323
618,dong ,to hit hard and long ,9.291903,9.457277
619,dor ,oval-shaped head ,10.537034,8.797861
620,dŏng,"to help, save, rescue ",9.3267975,7.07389
621,dŏng,"to put, place ",8.964272,4.904559
622,"duŏ, dâu-dak dŏu",kerosene,10.416622,7.6652355
623,dôi,clay bowl,10.564491,7.491118
624,dôm,"how many, that many, all of those ",10.672158,4.892175
625,dôm ai ,equal in number,10.501866,6.0072694
626,dônh,"to gather up, pick up ",11.122907,5.360946
627,"dông, long dông",leaning tree ,8.743718,12.163275
628,dỗ,to divide up,7.602968,12.188545
629,dơdĕng,eager,7.5291367,6.5449615
630,dơdơng,to designate any long shaped object hanging down ,9.089481,10.110272
631,dơhlĕo,a drill ,9.206443,10.4009285
632,dơhlông,door track to fasten or slide wood into ,8.84111,11.111437
633,dơhơr,to encourage ,9.365653,6.649152
634,yak dơhơr ,go together to have company,11.191882,5.364215
635,dơhuơng,tall and handsome,8.737194,8.072231
636,dơlễ,snail,9.220882,13.297281
637,dơliêl,to describe long-tounged scary-faced individual ,6.611242,4.9590144
638,dơmanh,three days after today,5.8214,6.9112163
639,dơmŏng,"precious stones, jewels",10.006005,8.517785
640,dơmônh,day after tomorrow,5.815866,6.9024982
641,dơnan,target,9.5256815,9.704768
642,dơning,tomorrow,5.8463497,6.908959
643,dơning dơmônh,the next few days or weeks the future ,5.929775,6.834631
644,dơnŏu,lake pond ,7.296628,10.381452
645,dơnỡng,"one sitting, stay in one place",8.796746,4.8980503
646,dơnỡr,grave mound or tombstone,12.453496,6.7422757
647,dơnuh,poor,8.870962,6.883716
648,"dơnuh, pơma dơnuh",to converse,9.672671,6.6316676
649,dơng,branch,8.795775,12.432059
650,dongôk,decribes looks of a tall person ,8.76877,8.119484
651,dơngôk-dơngak-mak,many tall people ,8.7298975,8.190008
652,dơngỡl,tree stump,8.701763,12.184541
653,dơrỡ,pig swill,11.529034,9.32791
654,dơsen,stingy,10.849208,7.0621343
655,"dơsǐ, đak dơsǐ","sea, ocean",7.183757,10.428363
656,dơsoh,lungs,10.834723,7.509755
657,dơsor,"to agree with, be friends",9.087053,5.9981046
658,dơt,of chickens to lay here and there,12.7552595,9.422246
659,"dơwing, duing kơuỡng",large village,7.1112666,12.657274
660,doyĕn,squash-like vegetable insides can be used as brush or sponge ,9.797348,12.408675
661,dơyuăn,type of large jar having great value ,10.573815,13.946706
662,dỡng,"to stand, stop ",8.43826,4.89323
663,dỡng,"again, else, more ",10.340954,4.582005
664,drang ,to warm oneself in sun,6.306589,10.08597
665,drap,to prostrate oneself,8.694582,5.327419
666,drap kơmrap-kơmrônh-mônh,many people prostrating themselves ,8.734535,5.3129888
667,"dră-kăn, drŏ-kăn","woman, women ",11.313869,6.537446
668,dreng ,yellow ,10.433771,12.418846
669,drong,to stop off at ,8.448921,4.8460197
670,drŏ-nglo,"man, men",11.189963,6.506224
671,"drŏu, drâu",today,5.842363,6.911419
672,"drŏu, drâu",six,10.968356,6.8305182
673,drôih,to go early in the morning,6.0361776,7.2121663
674,"drô, minh drô",alone,9.2448015,4.982979
675,drơn,floor,10.155625,7.6604
676,drỡng,answer ,10.130637,7.5286107
677,druei,"to have had enough, be sick of ",7.164498,7.705553
678,druh,"to follow, chase, pursue, drum ",9.248435,7.533142
679,drum,of animals to lay down,11.428954,9.999269
680,drŭt,to push ,8.542072,8.958719
681,drưt,yellow edible food,10.305483,12.404047
682,"du, hla du",umbrella,10.405899,7.617425
683,du-da,whatever,10.383255,6.8874273
684,duch,"an aunt who is younger than father or mother, honorific term for women same age or younger than speaker",12.377563,7.449126
685,duh,"to pay fine, give back, make restitution, pay rent ",9.167558,6.7355657
686,dui,to pull,8.400332,9.063086
687,duk,ship,10.491373,7.142582
688,dul-dêl,to designate rocking of something being carried ,8.970988,9.676973
689,dung,sound of gun boom,13.0633135,11.518993
690,duỡt,to designate large village,7.117501,12.655691
691,"dur, pơma dur","low deep voice, speak in a low voice",9.357621,6.1357536
692,dur,wall around village fort,7.111428,12.654175
693,dŭk,sound of something hitting ground,13.186503,11.6288805
694,dŭk dỡk,intensive of,-2.0644655,10.64735
695,"dŭk, hră dŭk",type of crossbow used by children that is simpler in form like Western bow,12.000179,8.746437
696,dŭng,sound of drum ,12.843304,11.58462
697,dŭt,of water to push wood ,7.092119,10.705496
698,dư,gluttony in eating or drinking,7.023441,8.641475
699,đah,to sprout,9.696555,7.392254
700,đah,to leap,7.548214,8.322651
701,đak,water,7.33675,10.390048
702,đal,shallow container,7.5092206,10.50129
703,đam,to always hit the target ,9.511704,9.700844
704,đam,servant ,10.811286,6.1357446
705,đang,to be finished ,8.406001,6.677387
706,đao,large sword,10.027632,9.317582
707,đăk,to set a trap,8.379892,13.133845
708,đăm,simple form of five,10.954662,6.834737
709,đe,3rd person indefinite someone people,11.305978,5.8351293
710,đei,"to have, there are ",9.890947,5.9689612
711,đep,to be obedient ,8.849878,5.6550703
712,đĕ-đŏ,a hard-shelled bug that lives in the water,10.368858,12.192775
713,đĕch,only ,10.347451,4.860197
714,đêl,footprints,10.813761,9.453114
715,đêl,"as before, that which was done before ",10.35503,6.475147
716,đih,"to go greet, welcome ",9.317904,6.7703924
717,đik,strong,8.514126,8.395436
718,đing,bamboo tube,9.829795,14.559732
719,đit,very mean ,9.666326,6.1540666
720,đit-đit,to breathe fast,7.3131366,8.414846
721,đīch,indentured servant,10.808151,6.1667604
722,đī,"all, no more",10.363994,4.5019116
723,đi-đăng,emphatic of đī,12.178314,5.603367
724,đoh,to put on earrings ,9.82532,8.527047
725,đom,"to stick to, be fastened to ",9.075248,9.80875
726,đon,"ear, mind ",13.286569,11.076597
727,đot-đot,to describe the waving of a bird's tail up and down,12.287095,9.445625
728,đŏk,monkey ,11.0490055,11.298625
729,đŏl,"to jack up, lift up by putting something in under; pain or ache from objects pressing against body ",8.568798,8.7821455
730,đŏng,"very bent, crooked",9.57091,8.898172
731,"đô, 'bum đô",peanuts,11.916633,9.16508
732,đôn,to explode,12.1686,6.9712286
733,đông,to float,7.3254137,10.282239
734,đôr,easy ,9.163483,7.017653
735,đôr,a more complex weave than regular weave,10.294165,10.526643
736,đôt,of a hen tail to curve down or be without tail,11.944965,8.998773
737,đỗ,to make someone make restitution in addition to the thing stolen,8.64757,6.44943
738,đơđũk,"to describe the noise of guns going off, of many cars, of heart beating fast",13.099104,11.484515
739,đơđũk-đơđăk,intensive of đơđũk,-2.09125,10.675068
740,"đơl, abĕn đơl",short skirt,8.472354,9.797447
741,đơng,shallow,7.549648,10.529223
742,đơng,sugar ,9.820609,7.310302
743,đỡk,bran,10.001442,7.415282
744,đỡm,to remain drunk for a long time,6.7576976,8.897213
745,đỡng,from,9.552612,7.04878
746,đỡp,to cover with lid,8.76529,10.08053
747,đỡr,"to stamp on, push with feet",7.407897,4.473079
748,đuăn,conical hat,10.655487,8.620775
749,đuh,to be pussy ,9.856583,6.468704
750,đak đuh,pus,10.256411,7.315603
751,đum,ripe,9.9224615,13.097747
752,đunh,long time,6.3375835,6.625028
753,đunh-đang,emphatic of đunh,12.1575,5.5830474
754,đunh-đơn,emphatic of đunh,12.160087,5.5835733
755,đuơng-đuang,many people gathered around ,11.105449,5.5836177
756,đŭl,the kick of a gun,11.649799,8.886779
757,đŭt,of a basket to be broken,9.0525,11.069736
758,e,2nd person singular familiar,11.6068945,5.5646734
759,ei,there that usually to something not in sight but something that has been mentioned,10.056389,6.648373
760,et,"to suck in, to drink, to smoke; in Kontum used for drinking water, in others only for drinking wine",6.7938347,8.952447
761,ĕch,plant that edible seed and leaves the seed pops,9.477404,12.397196
762,ĕch,particle,12.184901,4.707293
763,"ê, ưh kơ","unaware, unprepared ",10.364102,6.1083465
764,êh, expression of disdain,7.594416,4.7856646
765,ễ,final particle,12.176959,4.6878867
766,ễ ễ ễ păk-kê,the sound of the gecko call,13.06525,11.3502655
767,ga,to prevent,8.3918915,4.762221
768,gah,"side, as for, in some cases, may be a paragraph marker",9.440983,7.9499826
769,gai,to invite each other to drink wine ,10.595001,13.967577
770,gan ,"not so much, not really",10.883985,4.5959334
771,ưh kơ gan,not quite,10.893477,4.611505
772,gao,coconut,10.027343,12.679864
773,gao,plant the seeds of which are used in making alcohol,9.41528,12.426899
774,gao,small airplane,12.016099,9.585268
775,gap ,to make a grass wall to fix a worn place in wall ,9.041867,11.701059
776,gar ,jealous ,8.80399,6.6570935
777,gat ,to measure piece of land; to level off with stick; to make a mark; to ostracize,9.4169855,9.849253
778,găm,black,11.211486,11.611798
779,găn,to prevent,8.396528,4.7720127
780,găng,"to shiver, be afraid",6.49559,4.941979
781,găr,"seed: classifier used for fish, for children ",9.003145,13.354432
782,găt ,"of baby not to cry, be contented ",12.936708,10.959339
783,ge ,wine jar (general term),10.597062,13.973416
784,geh,see gah,9.66034,7.4556384
785,gei,"strong, long lasting",8.464161,8.334217
786,get ,gourd or bottle used to put water in,6.988863,9.225277
787,gĕr,see găr,9.620698,7.4355316
788,gia,a tall grass used to make roofs,9.0629835,11.695905
789,"gia, pơtih gia",for example,9.783735,7.6319838
790,giang,to herd,11.321999,9.042915
791,giăm,"nearly finished, nearly",8.371531,6.7559085
792,giĕng,"taboo, prohibited",8.337273,4.762644
793,năr giĕng,Sunday,5.810765,6.960979
794,măng giĕng,week,5.8736415,7.0041704
795,giot gơgiot,the hop of a rabbit ,12.1172695,9.18399
796,giơng,bed ,10.210946,7.356272
797,giỡ,to ask for what is owed to one ,9.329575,6.746578
798,giỡ,to weave gia as in roof ,10.261675,10.3967705
799,gǐl-gŭl,"to wiggle, wobble--a tooth, tree",8.696209,12.156493
800,gǐt,"to be  valuable, precious, need",8.832832,6.419345
801,glai,width of a river ,7.1520996,10.3783
802,glaih,nearby thunder,9.928546,7.8150434
803,glaǐ," wrong, mistaken, misfortune ",9.578358,6.061016
804,glang,chain,10.101535,8.099875
805,glăk glăk,to designate heavy laughing ,7.4912834,5.46746
806,gle,type of vine from which fish poison is made ,9.006963,13.227667
